Age,Gender,Item_Purchased,Category,Season,Payment_Method,Shipping_Type
47,Female,Shirt,Clothing,Winter,Bank Transfer,Free Shipping
54,Female,Sweater,Clothing,Spring,Cash,Store Pickup
64,Female,Handbag,Accessories,Winter,Debit Card,2-Day Shipping
45,Female,Shirt,Clothing,Summer,Debit Card,Express
40,Female,Jewelry,Accessories,Spring,Venmo,Store Pickup
31,Female,Socks,Clothing,Winter,Debit Card,Next Day Air
38,Female,T-shirt,Clothing,Spring,Credit Card,Free Shipping
36,Female,Jewelry,Accessories,Fall,Cash,2-Day Shipping
65,Female,Backpack,Accessories,Spring,Credit Card,Express
27,Female,Hat,Accessories,Summer,Credit Card,Standard
38,Female,Gloves,Accessories,Fall,Bank Transfer,Next Day Air
58,Female,Sneakers,Footwear,Spring,Debit Card,Standard
31,Female,Skirt,Clothing,Spring,Debit Card,Express
28,Female,Handbag,Accessories,Spring,Debit Card,2-Day Shipping
28,Female,Sunglasses,Accessories,Fall,Cash,Standard
32,Female,Sweater,Clothing,Winter,PayPal,Express
61,Female,Handbag,Accessories,Summer,Venmo,Next Day Air
38,Female,Skirt,Clothing,Spring,Bank Transfer,Free Shipping
54,Female,Socks,Clothing,Summer,Cash,Free Shipping
29,Female,Shirt,Clothing,Spring,Debit Card,Standard
50,Female,Sneakers,Footwear,Summer,Cash,Free Shipping
32,Female,Belt,Accessories,Summer,Venmo,Free Shipping
38,Female,Pants,Clothing,Spring,Credit Card,Free Shipping
52,Female,Jewelry,Accessories,Spring,Venmo,Standard
61,Female,Pants,Clothing,Winter,Credit Card,Standard
25,Female,Jewelry,Accessories,Spring,Credit Card,Store Pickup
22,Female,Jeans,Clothing,Winter,Bank Transfer,2-Day Shipping
47,Female,Scarf,Accessories,Fall,Credit Card,Free Shipping
50,Female,Belt,Accessories,Spring,PayPal,Next Day Air
45,Female,Dress,Clothing,Summer,PayPal,Next Day Air
33,Female,T-shirt,Clothing,Winter,PayPal,Express
42,Female,Boots,Footwear,Winter,Venmo,Free Shipping
52,Female,Dress,Clothing,Fall,PayPal,Standard
69,Female,Jewelry,Accessories,Fall,Cash,Standard
55,Female,Skirt,Clothing,Summer,Venmo,Standard
38,Female,Handbag,Accessories,Summer,PayPal,Free Shipping
57,Female,Coat,Outerwear,Spring,Venmo,Standard
33,Female,Hoodie,Clothing,Fall,Credit Card,Free Shipping
57,Female,Pants,Clothing,Fall,PayPal,Express
52,Female,Boots,Footwear,Spring,Debit Card,Free Shipping
44,Female,Coat,Outerwear,Fall,Credit Card,2-Day Shipping
48,Female,Scarf,Accessories,Summer,Bank Transfer,Standard
52,Female,Boots,Footwear,Fall,Cash,Store Pickup
34,Female,Sneakers,Footwear,Summer,Cash,Free Shipping
26,Female,Sweater,Clothing,Fall,Cash,Express
36,Female,Belt,Accessories,Fall,Bank Transfer,Next Day Air
24,Female,Jewelry,Accessories,Winter,Bank Transfer,Free Shipping
30,Female,Handbag,Accessories,Fall,Credit Card,Next Day Air
31,Female,Jacket,Outerwear,Fall,Venmo,Free Shipping
25,Female,Boots,Footwear,Summer,PayPal,Store Pickup
57,Female,Sneakers,Footwear,Summer,Cash,Store Pickup
61,Female,Scarf,Accessories,Winter,PayPal,2-Day Shipping
30,Female,Coat,Outerwear,Summer,Debit Card,Express
38,Female,Shorts,Clothing,Winter,PayPal,Standard
53,Female,Shorts,Clothing,Spring,Credit Card,Free Shipping
31,Female,Jeans,Clothing,Fall,PayPal,Next Day Air
70,Female,Gloves,Accessories,Fall,Cash,2-Day Shipping
21,Female,Pants,Clothing,Winter,PayPal,Standard
33,Female,Dress,Clothing,Summer,Venmo,Store Pickup
60,Female,Pants,Clothing,Winter,Venmo,2-Day Shipping
45,Female,Gloves,Accessories,Spring,PayPal,2-Day Shipping
46,Female,Belt,Accessories,Summer,Venmo,Express
62,Female,Belt,Accessories,Summer,Credit Card,2-Day Shipping
63,Female,Skirt,Clothing,Winter,Debit Card,Store Pickup
69,Female,Socks,Clothing,Spring,Debit Card,2-Day Shipping
46,Female,Belt,Accessories,Summer,Cash,2-Day Shipping
69,Female,Shirt,Clothing,Fall,Venmo,Free Shipping
66,Female,Dress,Clothing,Summer,PayPal,Standard
41,Female,Socks,Clothing,Spring,Bank Transfer,Store Pickup
32,Female,Jacket,Outerwear,Spring,Bank Transfer,Free Shipping
69,Female,Sweater,Clothing,Winter,Cash,Store Pickup
29,Female,Jeans,Clothing,Summer,Venmo,Standard
70,Female,Jewelry,Accessories,Spring,Credit Card,Express
41,Female,Sweater,Clothing,Spring,Venmo,Next Day Air
31,Female,Hoodie,Clothing,Summer,Venmo,Express
31,Female,Sunglasses,Accessories,Winter,Bank Transfer,Standard
57,Female,Sandals,Footwear,Winter,Cash,Express
29,Female,Coat,Outerwear,Summer,Credit Card,Express
70,Female,Belt,Accessories,Fall,Cash,Next Day Air
51,Female,Blouse,Clothing,Fall,Venmo,Express
45,Female,Skirt,Clothing,Winter,Venmo,Store Pickup
18,Female,Shorts,Clothing,Spring,Bank Transfer,Express
37,Female,Dress,Clothing,Summer,Venmo,Store Pickup
23,Female,Sunglasses,Accessories,Winter,Debit Card,Next Day Air
39,Female,Shoes,Footwear,Winter,Cash,Free Shipping
62,Female,Belt,Accessories,Winter,Venmo,Free Shipping
70,Female,Belt,Accessories,Winter,Bank Transfer,Free Shipping
20,Female,Belt,Accessories,Summer,Bank Transfer,Next Day Air
42,Female,Belt,Accessories,Fall,Credit Card,Standard
41,Female,Skirt,Clothing,Summer,Debit Card,Store Pickup
24,Female,T-shirt,Clothing,Spring,Credit Card,Express
37,Female,Scarf,Accessories,Spring,Venmo,Express
30,Female,Blouse,Clothing,Summer,Credit Card,Store Pickup
58,Female,Sunglasses,Accessories,Summer,Bank Transfer,Next Day Air
43,Female,Boots,Footwear,Summer,Debit Card,Free Shipping
19,Female,Jacket,Outerwear,Winter,Venmo,2-Day Shipping
23,Female,Jeans,Clothing,Fall,Bank Transfer,Store Pickup
65,Female,Sunglasses,Accessories,Summer,Debit Card,2-Day Shipping
58,Female,Sandals,Footwear,Fall,Debit Card,Free Shipping
50,Female,Backpack,Accessories,Summer,PayPal,Express
67,Female,Blouse,Clothing,Spring,Credit Card,Free Shipping
40,Female,Shoes,Footwear,Summer,Debit Card,Store Pickup
55,Female,Shirt,Clothing,Fall,Venmo,Free Shipping
52,Female,Hoodie,Clothing,Winter,Bank Transfer,2-Day Shipping
62,Female,Dress,Clothing,Summer,PayPal,Free Shipping
64,Female,Dress,Clothing,Summer,Bank Transfer,Free Shipping
43,Female,Sneakers,Footwear,Spring,PayPal,2-Day Shipping
61,Female,Blouse,Clothing,Summer,PayPal,2-Day Shipping
26,Female,Backpack,Accessories,Summer,Debit Card,Next Day Air
22,Female,Sweater,Clothing,Spring,PayPal,Store Pickup
51,Female,Boots,Footwear,Spring,PayPal,2-Day Shipping
69,Female,Handbag,Accessories,Spring,Bank Transfer,Free Shipping
50,Female,Hoodie,Clothing,Spring,PayPal,Next Day Air
51,Female,Belt,Accessories,Summer,Debit Card,Next Day Air
56,Female,Jewelry,Accessories,Summer,Bank Transfer,Free Shipping
59,Female,Blouse,Clothing,Spring,Bank Transfer,Next Day Air
18,Female,Handbag,Accessories,Fall,PayPal,Express
48,Female,Handbag,Accessories,Winter,Credit Card,Express
53,Female,Coat,Outerwear,Winter,Credit Card,Next Day Air
45,Female,Belt,Accessories,Fall,Debit Card,Store Pickup
21,Female,Boots,Footwear,Winter,PayPal,Free Shipping
42,Female,Socks,Clothing,Winter,Debit Card,2-Day Shipping
60,Female,Shoes,Footwear,Spring,Bank Transfer,Store Pickup
21,Female,Sneakers,Footwear,Fall,Cash,2-Day Shipping
69,Female,Jewelry,Accessories,Summer,PayPal,Standard
40,Female,Handbag,Accessories,Summer,Debit Card,Next Day Air
31,Female,Coat,Outerwear,Spring,Cash,Standard
44,Female,Sunglasses,Accessories,Summer,Venmo,Express
48,Female,Shoes,Footwear,Spring,Credit Card,Store Pickup
32,Female,Shoes,Footwear,Winter,Credit Card,Next Day Air
42,Female,Boots,Footwear,Summer,Cash,2-Day Shipping
27,Female,Sandals,Footwear,Fall,Bank Transfer,Standard
69,Female,Gloves,Accessories,Spring,Credit Card,Standard
67,Female,Backpack,Accessories,Spring,PayPal,Next Day Air
41,Female,Handbag,Accessories,Winter,Venmo,Store Pickup
46,Female,Sweater,Clothing,Spring,PayPal,Express
47,Female,Coat,Outerwear,Summer,Credit Card,Store Pickup
33,Female,T-shirt,Clothing,Fall,Debit Card,Express
51,Female,Backpack,Accessories,Fall,Bank Transfer,Standard
26,Female,Sunglasses,Accessories,Winter,Debit Card,Store Pickup
22,Female,Belt,Accessories,Winter,Debit Card,Express
49,Female,Jacket,Outerwear,Fall,Debit Card,Store Pickup
58,Female,Skirt,Clothing,Summer,Cash,Free Shipping
70,Female,Belt,Accessories,Spring,Bank Transfer,Free Shipping
32,Female,Boots,Footwear,Winter,Bank Transfer,Express
62,Female,Jeans,Clothing,Spring,Venmo,Express
52,Female,Shoes,Footwear,Fall,Debit Card,Free Shipping
23,Female,Sweater,Clothing,Spring,Debit Card,Next Day Air
26,Female,Jewelry,Accessories,Spring,Venmo,Standard
58,Female,Shirt,Clothing,Winter,PayPal,Free Shipping
26,Female,Boots,Footwear,Winter,Bank Transfer,Next Day Air
54,Female,Shorts,Clothing,Winter,Credit Card,Standard
66,Female,Handbag,Accessories,Summer,Credit Card,Express
60,Female,Sweater,Clothing,Spring,Venmo,Store Pickup
32,Female,Belt,Accessories,Spring,Bank Transfer,2-Day Shipping
48,Female,Belt,Accessories,Fall,Credit Card,Store Pickup
69,Female,Hoodie,Clothing,Spring,PayPal,Next Day Air
64,Female,Sneakers,Footwear,Winter,Debit Card,Next Day Air
56,Female,T-shirt,Clothing,Spring,Venmo,Next Day Air
22,Female,Pants,Clothing,Summer,Venmo,Store Pickup
46,Female,Scarf,Accessories,Spring,Bank Transfer,Store Pickup
24,Female,Sweater,Clothing,Winter,Credit Card,Store Pickup
47,Female,Handbag,Accessories,Summer,Debit Card,Next Day Air
62,Female,Shirt,Clothing,Spring,Cash,Free Shipping
34,Female,Dress,Clothing,Spring,PayPal,Store Pickup
50,Female,Sandals,Footwear,Fall,Debit Card,Free Shipping
29,Female,Shirt,Clothing,Summer,PayPal,Store Pickup
68,Female,Dress,Clothing,Winter,Bank Transfer,2-Day Shipping
52,Female,Sunglasses,Accessories,Fall,Cash,Next Day Air
29,Female,Socks,Clothing,Summer,Bank Transfer,Store Pickup
22,Female,Sandals,Footwear,Summer,Bank Transfer,Store Pickup
62,Female,Hat,Accessories,Fall,Cash,Standard
69,Female,Shirt,Clothing,Winter,PayPal,Next Day Air
48,Female,Shoes,Footwear,Fall,Debit Card,Free Shipping
66,Female,Pants,Clothing,Summer,Bank Transfer,Next Day Air
42,Female,Shirt,Clothing,Fall,Venmo,Free Shipping
50,Female,Hat,Accessories,Winter,Venmo,Express
32,Female,Jewelry,Accessories,Summer,PayPal,Express
51,Female,Jacket,Outerwear,Summer,Bank Transfer,Standard
27,Female,Shirt,Clothing,Winter,PayPal,2-Day Shipping
43,Female,Pants,Clothing,Summer,PayPal,2-Day Shipping
48,Female,Skirt,Clothing,Fall,Debit Card,Express
62,Female,Sandals,Footwear,Winter,Venmo,Next Day Air
65,Female,Blouse,Clothing,Winter,Debit Card,Standard
50,Female,Socks,Clothing,Fall,Bank Transfer,2-Day Shipping
60,Female,Jacket,Outerwear,Winter,Credit Card,Free Shipping
19,Female,Handbag,Accessories,Fall,Bank Transfer,Next Day Air
21,Female,Belt,Accessories,Spring,PayPal,Free Shipping
19,Female,Blouse,Clothing,Fall,Cash,Express
46,Female,Shirt,Clothing,Summer,PayPal,Express
21,Female,Handbag,Accessories,Spring,Venmo,Store Pickup
26,Female,Scarf,Accessories,Fall,PayPal,Free Shipping
50,Female,Coat,Outerwear,Spring,Debit Card,Store Pickup
43,Female,Hoodie,Clothing,Fall,Credit Card,Free Shipping
61,Female,Shorts,Clothing,Summer,Venmo,Standard
63,Female,Sandals,Footwear,Winter,Cash,2-Day Shipping
46,Female,Shirt,Clothing,Fall,Venmo,Store Pickup
63,Female,Hoodie,Clothing,Fall,Credit Card,Standard
23,Female,Socks,Clothing,Fall,Debit Card,Express
57,Female,Handbag,Accessories,Fall,PayPal,Next Day Air
57,Female,Jewelry,Accessories,Summer,Venmo,Standard
33,Female,Coat,Outerwear,Spring,Venmo,Standard
57,Female,Sunglasses,Accessories,Winter,PayPal,Store Pickup
55,Female,Gloves,Accessories,Winter,Credit Card,Free Shipping
65,Female,Jacket,Outerwear,Fall,PayPal,Standard
60,Female,Sandals,Footwear,Summer,PayPal,Express
52,Female,Pants,Clothing,Summer,PayPal,Store Pickup
34,Female,Jacket,Outerwear,Fall,Cash,Store Pickup
33,Female,Sweater,Clothing,Summer,Cash,Express
58,Female,T-shirt,Clothing,Spring,Credit Card,Next Day Air
35,Female,Boots,Footwear,Spring,Venmo,Store Pickup
68,Female,Shoes,Footwear,Spring,Bank Transfer,Free Shipping
58,Female,Skirt,Clothing,Fall,Bank Transfer,Next Day Air
34,Female,Coat,Outerwear,Spring,Cash,2-Day Shipping
47,Female,Blouse,Clothing,Fall,Venmo,Next Day Air
35,Female,Sunglasses,Accessories,Winter,Venmo,Next Day Air
34,Female,Gloves,Accessories,Summer,Debit Card,Free Shipping
36,Female,Sunglasses,Accessories,Winter,Venmo,Express
23,Female,Sneakers,Footwear,Winter,PayPal,2-Day Shipping
68,Female,Hoodie,Clothing,Summer,Debit Card,Store Pickup
23,Female,Boots,Footwear,Spring,Bank Transfer,Free Shipping
57,Female,Handbag,Accessories,Spring,Debit Card,Standard
21,Female,Shirt,Clothing,Winter,Bank Transfer,Free Shipping
45,Female,Sweater,Clothing,Winter,Cash,Express
37,Female,Shorts,Clothing,Fall,Credit Card,Free Shipping
18,Female,Belt,Accessories,Winter,Debit Card,Free Shipping
55,Female,Blouse,Clothing,Spring,Venmo,Express
52,Female,T-shirt,Clothing,Fall,Cash,2-Day Shipping
49,Female,Belt,Accessories,Fall,Venmo,Store Pickup
56,Female,Socks,Clothing,Fall,Bank Transfer,Next Day Air
27,Female,Belt,Accessories,Winter,Venmo,Standard
22,Female,Handbag,Accessories,Fall,PayPal,Free Shipping
18,Female,Shirt,Clothing,Winter,Cash,2-Day Shipping
21,Female,Belt,Accessories,Fall,Bank Transfer,Store Pickup
30,Female,Jewelry,Accessories,Winter,PayPal,2-Day Shipping
62,Female,Hat,Accessories,Winter,PayPal,Store Pickup
28,Female,Backpack,Accessories,Fall,Debit Card,Next Day Air
66,Female,Dress,Clothing,Winter,Cash,2-Day Shipping
66,Female,Shoes,Footwear,Winter,Credit Card,Standard
49,Female,Pants,Clothing,Summer,Bank Transfer,Express
40,Female,Dress,Clothing,Winter,Cash,Standard
49,Female,Jacket,Outerwear,Spring,PayPal,Store Pickup
19,Female,Shirt,Clothing,Winter,Debit Card,Next Day Air
24,Female,Dress,Clothing,Fall,Venmo,2-Day Shipping
31,Female,Jeans,Clothing,Spring,Bank Transfer,2-Day Shipping
35,Female,T-shirt,Clothing,Fall,Venmo,Free Shipping
65,Female,Sunglasses,Accessories,Spring,Debit Card,Express
68,Female,Jewelry,Accessories,Spring,Credit Card,Express
57,Female,Socks,Clothing,Fall,Venmo,Standard
69,Female,Skirt,Clothing,Summer,Cash,Next Day Air
45,Female,Pants,Clothing,Winter,PayPal,Store Pickup
35,Female,Socks,Clothing,Fall,Debit Card,Store Pickup
36,Female,Sandals,Footwear,Spring,Cash,2-Day Shipping
55,Female,Belt,Accessories,Fall,Credit Card,Standard
66,Female,Sandals,Footwear,Spring,Cash,Free Shipping
57,Female,Shorts,Clothing,Spring,Debit Card,Free Shipping
18,Female,Handbag,Accessories,Fall,Cash,Standard
31,Female,Jacket,Outerwear,Summer,Cash,Free Shipping
50,Female,Sunglasses,Accessories,Fall,PayPal,Free Shipping
50,Female,Sneakers,Footwear,Winter,Debit Card,Standard
61,Female,Sweater,Clothing,Spring,Credit Card,2-Day Shipping
52,Female,Skirt,Clothing,Fall,Credit Card,Express
38,Female,Jewelry,Accessories,Winter,PayPal,Store Pickup
67,Female,Blouse,Clothing,Winter,Credit Card,Free Shipping
42,Female,Blouse,Clothing,Winter,Venmo,Standard
25,Female,Boots,Footwear,Summer,PayPal,Store Pickup
41,Female,Jeans,Clothing,Fall,Bank Transfer,Free Shipping
62,Female,Hoodie,Clothing,Winter,Bank Transfer,Store Pickup
19,Female,Sweater,Clothing,Fall,Credit Card,Free Shipping
63,Female,Gloves,Accessories,Winter,PayPal,Express
43,Female,Sneakers,Footwear,Summer,Debit Card,Standard
68,Female,Sunglasses,Accessories,Spring,Debit Card,Next Day Air
24,Female,Belt,Accessories,Winter,Debit Card,Express
27,Female,Sweater,Clothing,Spring,Bank Transfer,Free Shipping
61,Female,Gloves,Accessories,Winter,Cash,Free Shipping
59,Female,Handbag,Accessories,Winter,PayPal,Express
67,Female,Socks,Clothing,Spring,PayPal,Free Shipping
46,Female,Pants,Clothing,Fall,Credit Card,2-Day Shipping
65,Female,Scarf,Accessories,Fall,Bank Transfer,Standard
63,Female,Coat,Outerwear,Spring,Cash,Express
57,Female,Jacket,Outerwear,Fall,Credit Card,Free Shipping
40,Female,Hoodie,Clothing,Fall,Debit Card,2-Day Shipping
36,Female,Boots,Footwear,Winter,Debit Card,Free Shipping
67,Female,Socks,Clothing,Summer,Debit Card,Next Day Air
61,Female,Jewelry,Accessories,Winter,PayPal,2-Day Shipping
64,Female,Shoes,Footwear,Fall,Bank Transfer,Standard
30,Female,Socks,Clothing,Summer,Debit Card,Express
53,Female,Pants,Clothing,Winter,Credit Card,Standard
27,Female,Sneakers,Footwear,Winter,Bank Transfer,2-Day Shipping
27,Female,Sunglasses,Accessories,Winter,Venmo,Standard
53,Female,Skirt,Clothing,Spring,Bank Transfer,Free Shipping
34,Female,Coat,Outerwear,Summer,Bank Transfer,Free Shipping
39,Female,Hoodie,Clothing,Winter,Debit Card,Next Day Air
44,Female,Sunglasses,Accessories,Fall,PayPal,Express
37,Female,Skirt,Clothing,Fall,Venmo,Express
57,Female,Coat,Outerwear,Summer,Bank Transfer,2-Day Shipping
38,Female,Handbag,Accessories,Fall,PayPal,Free Shipping
21,Female,T-shirt,Clothing,Winter,Credit Card,Standard
45,Female,Sunglasses,Accessories,Fall,Debit Card,Store Pickup
68,Female,Shirt,Clothing,Spring,PayPal,Standard
37,Female,Hoodie,Clothing,Winter,Cash,Free Shipping
53,Female,Blouse,Clothing,Fall,Credit Card,Store Pickup
57,Female,Sneakers,Footwear,Spring,Debit Card,Next Day Air
28,Female,Scarf,Accessories,Fall,Credit Card,Free Shipping
37,Female,Jewelry,Accessories,Spring,Credit Card,2-Day Shipping
54,Female,Pants,Clothing,Fall,Debit Card,Express
49,Female,Sneakers,Footwear,Summer,Venmo,Next Day Air
62,Female,Shoes,Footwear,Winter,PayPal,Free Shipping
45,Female,T-shirt,Clothing,Spring,PayPal,Next Day Air
45,Female,Belt,Accessories,Fall,Credit Card,Express
49,Female,Jewelry,Accessories,Winter,Bank Transfer,2-Day Shipping
27,Female,Belt,Accessories,Summer,Venmo,Free Shipping
63,Female,Belt,Accessories,Fall,Venmo,Next Day Air
61,Female,T-shirt,Clothing,Summer,Bank Transfer,Express
25,Female,Sneakers,Footwear,Fall,PayPal,2-Day Shipping
33,Female,Sunglasses,Accessories,Fall,Credit Card,2-Day Shipping
56,Female,Sandals,Footwear,Fall,Credit Card,2-Day Shipping
50,Female,Handbag,Accessories,Summer,Credit Card,Store Pickup
45,Female,Socks,Clothing,Fall,Cash,Express
45,Female,Hoodie,Clothing,Summer,Venmo,Store Pickup
65,Female,Sweater,Clothing,Fall,Bank Transfer,Express
63,Female,Pants,Clothing,Fall,PayPal,Next Day Air
70,Female,Sneakers,Footwear,Summer,Venmo,Store Pickup
53,Female,Gloves,Accessories,Summer,Venmo,Express
22,Female,T-shirt,Clothing,Summer,Venmo,Free Shipping
26,Female,Backpack,Accessories,Summer,Credit Card,Express
23,Female,Coat,Outerwear,Spring,Cash,2-Day Shipping
25,Female,Coat,Outerwear,Winter,Debit Card,Standard
69,Female,Sandals,Footwear,Spring,Bank Transfer,Store Pickup
36,Female,Backpack,Accessories,Fall,Debit Card,2-Day Shipping
21,Female,Sweater,Clothing,Winter,Venmo,Store Pickup
57,Female,Shorts,Clothing,Fall,Cash,Next Day Air
60,Female,Sunglasses,Accessories,Winter,Cash,Free Shipping
44,Female,Shirt,Clothing,Fall,PayPal,Express
31,Female,Shoes,Footwear,Spring,Debit Card,Express
57,Female,Hat,Accessories,Fall,PayPal,2-Day Shipping
39,Female,Scarf,Accessories,Summer,Bank Transfer,2-Day Shipping
48,Female,Belt,Accessories,Winter,Bank Transfer,Store Pickup
42,Female,T-shirt,Clothing,Spring,Cash,Standard
56,Female,Shorts,Clothing,Fall,PayPal,Express
28,Female,Pants,Clothing,Winter,PayPal,Express
40,Female,Sunglasses,Accessories,Winter,Credit Card,Express
49,Female,Coat,Outerwear,Winter,Bank Transfer,Next Day Air
37,Female,Hoodie,Clothing,Winter,Debit Card,Store Pickup
22,Female,Dress,Clothing,Fall,Cash,Free Shipping
27,Female,Blouse,Clothing,Winter,Venmo,Express
59,Female,Socks,Clothing,Winter,Cash,Express
35,Female,Socks,Clothing,Spring,Debit Card,Standard
58,Female,Shoes,Footwear,Winter,Bank Transfer,Next Day Air
58,Female,Belt,Accessories,Summer,Credit Card,Free Shipping
46,Female,Sweater,Clothing,Spring,Credit Card,Store Pickup
43,Female,Pants,Clothing,Summer,Venmo,2-Day Shipping
39,Female,Scarf,Accessories,Summer,Credit Card,Store Pickup
59,Female,Skirt,Clothing,Spring,Cash,Store Pickup
59,Female,Dress,Clothing,Summer,Debit Card,2-Day Shipping
59,Female,Hat,Accessories,Fall,Credit Card,Express
45,Female,Handbag,Accessories,Winter,Credit Card,Next Day Air
27,Female,Pants,Clothing,Winter,Debit Card,Free Shipping
24,Female,T-shirt,Clothing,Fall,Bank Transfer,Next Day Air
47,Female,Jacket,Outerwear,Spring,Credit Card,Express
70,Female,Scarf,Accessories,Spring,Debit Card,2-Day Shipping
58,Female,Hat,Accessories,Fall,PayPal,Free Shipping
45,Female,Jacket,Outerwear,Winter,Venmo,Express
24,Female,Skirt,Clothing,Spring,PayPal,2-Day Shipping
67,Female,Handbag,Accessories,Spring,Debit Card,Next Day Air
31,Female,Backpack,Accessories,Summer,Venmo,2-Day Shipping
52,Female,Coat,Outerwear,Spring,Bank Transfer,Free Shipping
29,Female,Belt,Accessories,Fall,Bank Transfer,2-Day Shipping
62,Female,Handbag,Accessories,Spring,Debit Card,Standard
19,Female,Coat,Outerwear,Spring,Bank Transfer,2-Day Shipping
62,Female,Sweater,Clothing,Spring,PayPal,Store Pickup
70,Female,Blouse,Clothing,Summer,PayPal,Next Day Air
20,Female,Blouse,Clothing,Spring,PayPal,Next Day Air
67,Female,Belt,Accessories,Fall,Credit Card,Free Shipping
65,Female,Jacket,Outerwear,Fall,PayPal,Express
45,Female,Shorts,Clothing,Spring,Bank Transfer,2-Day Shipping
26,Female,Hat,Accessories,Spring,Debit Card,Express
36,Female,Pants,Clothing,Summer,PayPal,Free Shipping
36,Female,Blouse,Clothing,Winter,Venmo,Standard
20,Female,Belt,Accessories,Summer,PayPal,Next Day Air
30,Female,Handbag,Accessories,Fall,Debit Card,Next Day Air
34,Female,Hoodie,Clothing,Summer,Bank Transfer,Standard
63,Female,Jacket,Outerwear,Summer,Cash,Store Pickup
18,Female,Scarf,Accessories,Winter,Credit Card,Store Pickup
55,Female,Jeans,Clothing,Fall,Venmo,Express
48,Female,Handbag,Accessories,Summer,Credit Card,Store Pickup
45,Female,Jacket,Outerwear,Winter,Debit Card,Free Shipping
29,Female,Hat,Accessories,Summer,PayPal,Express
55,Female,Sneakers,Footwear,Summer,Venmo,Next Day Air
55,Female,Hat,Accessories,Fall,Cash,Express
55,Female,Socks,Clothing,Spring,PayPal,Standard
48,Female,Scarf,Accessories,Summer,Credit Card,Standard
42,Female,Socks,Clothing,Summer,Cash,Free Shipping
21,Female,Hat,Accessories,Summer,Debit Card,Standard
45,Female,Jacket,Outerwear,Summer,Venmo,Free Shipping
23,Female,Shorts,Clothing,Summer,Cash,Next Day Air
66,Female,Blouse,Clothing,Fall,Cash,2-Day Shipping
32,Female,Coat,Outerwear,Winter,Bank Transfer,Next Day Air
52,Female,Sweater,Clothing,Winter,Credit Card,Next Day Air
54,Female,Handbag,Accessories,Winter,Venmo,Free Shipping
37,Female,T-shirt,Clothing,Fall,Venmo,Standard
29,Female,Sandals,Footwear,Fall,Debit Card,2-Day Shipping
47,Female,Gloves,Accessories,Summer,Cash,Standard
47,Female,Shorts,Clothing,Spring,Bank Transfer,Express
42,Female,Sandals,Footwear,Spring,Venmo,Free Shipping
34,Female,Backpack,Accessories,Winter,Debit Card,Express
38,Female,Sneakers,Footwear,Spring,PayPal,2-Day Shipping
55,Female,Sunglasses,Accessories,Summer,Debit Card,Free Shipping
27,Female,T-shirt,Clothing,Summer,PayPal,2-Day Shipping
55,Female,Jeans,Clothing,Spring,Debit Card,Express
66,Female,Shirt,Clothing,Summer,Bank Transfer,Free Shipping
44,Female,Hat,Accessories,Winter,Credit Card,Express
39,Female,Blouse,Clothing,Fall,Venmo,Free Shipping
23,Female,Jacket,Outerwear,Winter,Bank Transfer,2-Day Shipping
29,Female,Skirt,Clothing,Winter,Venmo,2-Day Shipping
20,Female,Gloves,Accessories,Fall,Debit Card,Store Pickup
42,Female,T-shirt,Clothing,Fall,Credit Card,Free Shipping
55,Female,Jacket,Outerwear,Summer,Venmo,Standard
66,Female,Jacket,Outerwear,Spring,Credit Card,Free Shipping
24,Female,Shorts,Clothing,Winter,Bank Transfer,2-Day Shipping
62,Female,Hat,Accessories,Fall,Debit Card,Free Shipping
28,Female,Handbag,Accessories,Summer,Cash,2-Day Shipping
30,Female,Jeans,Clothing,Summer,PayPal,Express
22,Female,Shoes,Footwear,Summer,Credit Card,Standard
28,Female,T-shirt,Clothing,Winter,PayPal,Standard
35,Female,Jewelry,Accessories,Fall,Cash,Store Pickup
45,Female,Handbag,Accessories,Fall,PayPal,2-Day Shipping
43,Female,Shirt,Clothing,Spring,Cash,2-Day Shipping
55,Female,Belt,Accessories,Summer,Credit Card,Next Day Air
31,Female,Dress,Clothing,Fall,Debit Card,Free Shipping
42,Female,Skirt,Clothing,Fall,Cash,Next Day Air
40,Female,Blouse,Clothing,Spring,Debit Card,Store Pickup
39,Female,Jeans,Clothing,Summer,Credit Card,Store Pickup
41,Female,Hoodie,Clothing,Winter,Venmo,Free Shipping
56,Female,T-shirt,Clothing,Fall,Debit Card,2-Day Shipping
43,Female,Sunglasses,Accessories,Fall,Credit Card,Next Day Air
22,Female,Jacket,Outerwear,Spring,Venmo,2-Day Shipping
47,Female,Shoes,Footwear,Spring,Credit Card,Free Shipping
50,Female,Handbag,Accessories,Summer,Credit Card,Next Day Air
58,Female,Sweater,Clothing,Winter,PayPal,Next Day Air
50,Female,Scarf,Accessories,Fall,Cash,Standard
43,Female,Skirt,Clothing,Fall,Bank Transfer,Express
38,Female,Gloves,Accessories,Spring,Venmo,2-Day Shipping
44,Female,T-shirt,Clothing,Summer,Credit Card,Store Pickup
30,Female,Sandals,Footwear,Spring,Cash,Express
47,Female,Sweater,Clothing,Winter,Debit Card,2-Day Shipping
30,Female,Belt,Accessories,Summer,Venmo,Store Pickup
49,Female,Hoodie,Clothing,Winter,PayPal,Next Day Air
56,Female,Socks,Clothing,Winter,Credit Card,Free Shipping
70,Female,Sandals,Footwear,Spring,Debit Card,Store Pickup
